coin,tf,signal,lev,mode,beat_cnt,total_periods,avg_ret,min_ret,max_dd_avg,avg_trades,bear_2026q1_ret,bear_2025q4_ret,bull_2025q3_ret,bull_2025q2_ret,bear_2025q1_ret,bull_2024h2_ret,bear_2024h1_ret,bull_2023_ret
ETH,1h,c>ema100,1,L,2,8,-1.21,-54.31,29.94,94.0,-14.68,-8.21,31.36,21.7,-54.31,-6.38,21.89,-1.08
ETH,2h,macd12/26,2,L+S,2,8,-1.41,-83.9,81.47,127.8,91.3,-48.14,158.56,-30.13,-59.92,-83.9,-20.18,-18.84
ETH,2h,macd12/26,3,L+S,2,8,-2.11,-125.85,122.2,127.8,136.95,-72.21,237.84,-45.2,-89.87,-125.85,-30.28,-28.26
BTC,1h,ema5/20,1,L,2,8,-2.18,-24.51,22.08,109.1,-24.51,-13.97,-8.07,1.72,-16.46,19.26,-1.55,26.12
ETH,1d,ema50/200,1,L+S,2,8,-2.44,-46.95,5.44,2.0,32.71,-35.92,39.39,-32.85,11.24,-46.95,45.81,-32.94
BTC,2h,c>ema100,1,L+S,2,8,-3.16,-29.16,30.7,91.0,-19.76,11.0,-29.16,-3.5,-26.33,11.46,-3.33,34.34
ETH,1h,c>ema200,1,L,2,8,-3.25,-44.97,30.79,72.2,-15.93,-30.08,40.98,16.25,-44.97,-10.31,36.23,-18.13
BTC,2h,ema10/30,2,L+S,2,8,-3.89,-65.29,67.49,60.2,-28.71,54.18,-65.29,-26.36,-58.69,103.27,-38.31,28.78
BTC,1h,ema20/50,1,L+S,2,8,-4.28,-41.01,33.51,67.6,-15.62,26.6,-28.68,-5.09,-41.01,46.59,-19.45,2.39
BTC,2h,st3.0,1,L+S,2,8,-5.12,-34.4,33.11,40.4,-11.2,30.73,-34.4,-20.91,-23.74,42.67,-2.65,-21.48
BTC,2h,macd26/52,1,L+S,2,8,-5.15,-68.89,32.66,63.4,0.43,7.72,-29.67,-9.85,-15.35,45.58,-68.89,28.86
BTC,4h,macd12/26,1,L+S,2,8,-5.27,-52.73,31.36,65.0,1.58,13.99,-28.07,-11.14,-18.12,24.9,-52.73,27.42
BTC,2h,ema10/30,3,L+S,2,8,-5.84,-97.93,101.23,60.2,-43.06,81.27,-97.93,-39.54,-88.04,154.9,-57.47,43.17
ETH,1h,macd12/26,1,L,2,8,-6.39,-38.52,31.72,133.0,-35.14,-38.52,7.52,51.63,-28.57,-33.58,10.12,15.44
XRP,1d,ema20/50,1,L+S,2,8,-6.93,-190.02,35.22,4.2,35.42,4.89,-2.41,-27.93,-1.15,154.97,-29.24,-190.02
BTC,1h,c>ema200,1,L+S,2,8,-7.07,-36.57,33.31,126.9,-26.79,17.61,-36.57,-10.61,-25.38,20.63,0.52,4.04
BTC,1h,st3.0,1,L+S,2,8,-8.43,-30.25,32.56,77.6,-21.04,0.76,-20.35,-12.03,-12.38,23.66,-30.25,4.19
BTC,1h,ema20/50,2,L+S,2,8,-8.57,-82.01,67.03,67.6,-31.25,53.2,-57.37,-10.19,-82.01,93.18,-38.9,4.78
ETH,1h,st2.0,2,L,2,8,-9.86,-87.61,68.31,68.5,-55.62,-51.11,89.11,32.59,-87.61,-37.57,61.28,-29.98
ETH,2h,st2.0,1,L+S,2,8,-10.53,-52.6,43.37,69.2,17.12,-14.82,53.13,-48.77,-52.6,-24.77,26.25,-39.74
BTC,1h,ema10/30,1,L+S,2,8,-11.57,-31.29,36.83,120.8,-29.35,-5.81,-15.49,-31.29,-21.43,53.1,-22.01,-20.31
BTC,1h,c>ema50,2,L,2,8,-12.46,-63.76,49.66,141.8,-58.48,-10.97,-22.42,-3.84,-63.76,48.21,-14.41,25.97
BTC,1h,ema20/50,3,L+S,2,8,-12.85,-123.02,100.54,67.6,-46.87,79.81,-86.05,-15.28,-123.02,139.76,-58.35,7.16
ETH,1h,c>ema50,1,L,2,8,-12.93,-53.14,36.15,146.8,-15.3,-20.85,35.51,11.38,-53.14,-25.05,0.42,-36.41
XRP,1d,ema20/50,2,L+S,2,8,-13.87,-380.05,70.44,4.2,70.83,9.77,-4.83,-55.87,-2.3,309.94,-58.48,-380.05
BTC,2h,st3.0,3,L+S,2,8,-15.37,-103.21,99.32,40.4,-33.61,92.18,-103.21,-62.74,-71.21,128.02,-7.95,-64.44
ETH,1h,c>ema100,1,L+S,2,8,-16.67,-76.76,44.63,188.4,4.31,23.32,-9.32,3.82,-51.84,-20.61,-6.28,-76.76
BTC,2h,st2.0,1,L+S,2,8,-16.84,-52.13,36.74,72.4,-15.55,1.34,-3.21,-24.27,-21.85,-5.68,-52.13,-13.4
XRP,1d,c>ema100,1,L+S,2,8,-16.87,-215.0,57.76,11.0,15.69,-2.44,3.73,-15.56,-109.09,219.68,-31.93,-215.0
BTC,1h,c>ema50,3,L,2,8,-18.69,-95.64,74.49,141.8,-87.71,-16.46,-33.63,-5.76,-95.64,72.32,-21.61,38.96
BTC,1h,st4.0,1,L+S,2,8,-18.98,-44.07,38.96,56.2,-5.9,13.81,-25.19,-22.01,-18.22,-6.9,-44.07,-43.36
BTC,1h,st2.0,1,L+S,2,8,-19.88,-29.09,35.98,133.8,-23.29,-1.81,-26.42,-23.21,-21.51,-29.09,-18.97,-14.75
BTC,1h,c>ema200,3,L+S,2,8,-21.2,-109.71,99.94,126.9,-80.36,52.83,-109.71,-31.82,-76.13,61.9,1.57,12.12
BTC,1h,ema10/30,2,L+S,2,8,-23.15,-62.57,73.65,120.8,-58.7,-11.62,-30.97,-62.57,-42.87,106.19,-44.02,-40.62
BTC,1h,macd26/52,3,L+S,2,8,-24.25,-95.78,97.81,123.0,24.88,-95.78,-2.29,-8.08,-43.97,-46.14,53.13,-75.76
BTC,1h,st3.0,3,L+S,2,8,-25.29,-90.76,97.7,77.6,-63.11,2.28,-61.04,-36.09,-37.14,70.97,-90.76,12.57
BTC,1h,ema5/20,1,L+S,2,8,-25.79,-54.47,39.6,218.0,-20.68,-5.72,-27.02,-21.46,-21.32,-7.99,-47.64,-54.47
ETH,1h,c>ema50,2,L,2,8,-25.86,-106.27,72.3,146.8,-30.6,-41.7,71.03,22.77,-106.27,-50.1,0.84,-72.82
ETH,1h,macd12/26,1,L+S,2,8,-26.38,-74.31,54.08,266.0,-35.29,-37.83,-51.21,63.83,-3.68,-74.31,-28.75,-43.78
BTC,2h,c>ema50,2,L+S,2,8,-28.99,-68.45,76.41,130.6,-59.1,12.25,-55.99,-46.45,-68.45,56.28,-9.06,-61.42
ETH,2h,c>ema100,3,L+S,2,8,-30.83,-247.71,134.42,104.4,25.82,-74.78,11.52,-9.51,-56.55,-32.87,137.45,-247.71
XRP,2h,macd26/52,3,L+S,2,8,-31.25,-326.3,152.87,66.8,-53.12,33.05,8.93,-89.79,20.07,286.9,-129.76,-326.3
BTC,1h,c>ema100,2,L+S,2,8,-32.16,-113.52,80.66,177.8,-77.99,41.08,-85.85,-50.13,-113.52,26.62,49.77,-47.29
BTC,2h,ema5/20,2,L+S,2,8,-33.33,-111.46,80.17,107.1,-42.09,-7.67,-58.28,-31.14,-92.77,95.38,-111.46,-18.64
ETH,1h,c>ema100,2,L+S,2,8,-33.34,-153.53,89.27,188.4,8.62,46.64,-18.63,7.63,-103.68,-41.22,-12.55,-153.53
BTC,1h,ema10/30,3,L+S,2,8,-34.72,-93.86,110.47,120.8,-88.05,-17.43,-46.46,-93.86,-64.3,159.29,-66.03,-60.93
XRP,4h,macd12/26,3,L+S,2,8,-36.91,-421.05,154.36,71.2,-46.17,106.02,-14.66,-95.97,33.6,284.02,-141.1,-421.05
BTC,1h,st4.0,2,L+S,2,8,-37.97,-88.14,77.92,56.2,-11.8,27.62,-50.39,-44.03,-36.44,-13.81,-88.14,-86.73
BTC,1h,macd12/26,1,L+S,2,8,-38.88,-81.46,55.44,265.9,-15.82,-23.38,-42.26,-12.76,-10.56,-79.02,-45.77,-81.46
ETH,1h,c>ema50,1,L+S,2,8,-39.73,-147.75,61.27,293.9,2.03,-2.23,3.67,-16.11,-50.71,-59.63,-47.14,-147.75
SOL,1h,c>ema50,3,L+S,2,8,-41.79,-158.42,170.68,278.9,-96.88,-57.52,84.53,-124.85,-31.28,-154.82,-158.42,204.95
BTC,2h,c>ema50,3,L+S,2,8,-43.49,-102.68,114.63,130.6,-88.65,18.37,-83.99,-69.68,-102.68,84.43,-13.58,-92.13
BTC,1h,c>ema100,3,L+S,2,8,-48.24,-170.28,120.99,177.8,-116.98,61.63,-128.78,-75.19,-170.28,39.92,74.66,-70.93
XRP,1h,c>ema100,2,L+S,2,8,-49.56,-346.54,127.82,221.6,-46.14,-7.85,104.28,-82.07,-35.85,178.61,-160.93,-346.54
BTC,2h,ema5/20,3,L+S,2,8,-50.0,-167.19,120.26,107.1,-63.14,-11.51,-87.41,-46.71,-139.15,143.07,-167.19,-27.95
ETH,1h,c>ema100,3,L+S,2,8,-50.01,-230.29,133.9,188.4,12.93,69.96,-27.95,11.45,-155.52,-61.83,-18.83,-230.29
ETH,1h,macd12/26,2,L+S,2,8,-52.76,-148.62,108.16,266.0,-70.58,-75.66,-102.43,127.65,-7.36,-148.62,-57.5,-87.55
BTC,1h,st4.0,3,L+S,2,8,-56.94,-132.21,116.88,56.2,-17.7,41.44,-75.58,-66.04,-54.65,-20.71,-132.21,-130.09
SOL,1h,macd12/26,2,L+S,2,8,-59.15,-311.91,165.93,262.6,-66.42,-10.48,-87.01,13.61,49.26,-311.91,-97.78,37.53
ETH,1h,c>ema200,3,L+S,2,8,-61.02,-329.74,147.29,144.9,6.69,-60.81,29.9,-17.84,-99.46,-73.49,56.59,-329.74
XRP,1h,c>ema50,2,L+S,2,8,-65.53,-430.36,154.09,305.4,-63.25,17.65,99.95,-115.58,-18.05,190.96,-205.54,-430.36
XRP,1h,c>ema100,3,L+S,2,8,-74.34,-519.8,191.74,221.6,-69.21,-11.78,156.42,-123.1,-53.77,267.92,-241.39,-519.8
ETH,1h,macd12/26,3,L+S,2,8,-79.13,-222.93,162.24,266.0,-105.87,-113.49,-153.64,191.48,-11.03,-222.93,-86.24,-131.33
ETH,1h,c>ema50,2,L+S,2,8,-79.47,-295.51,122.54,293.9,4.06,-4.45,7.34,-32.23,-101.43,-119.26,-94.27,-295.51
SOL,1h,macd12/26,3,L+S,2,8,-88.73,-467.87,248.89,262.6,-99.63,-15.72,-130.52,20.41,73.89,-467.87,-146.67,56.29
XRP,1h,c>ema50,3,L+S,2,8,-98.29,-645.54,231.13,305.4,-94.87,26.47,149.92,-173.36,-27.07,286.44,-308.31,-645.54
ETH,1h,c>ema50,3,L+S,2,8,-119.2,-443.26,183.82,293.9,6.09,-6.68,11.02,-48.34,-152.14,-178.89,-141.41,-443.26
SOL,2h,c>ema100,3,L,1,8,95.78,-78.69,78.94,47.0,-50.3,-78.69,43.35,12.07,-0.28,14.74,-38.85,864.21
SOL,1h,ema20/100,3,L,1,8,87.16,-114.42,87.68,23.1,-98.07,-114.42,-40.38,15.33,-73.54,131.71,18.92,857.75
SOL,1h,c>ema100,3,L,1,8,61.26,-102.47,94.04,94.5,-75.82,-93.79,38.99,-3.0,-102.47,-13.08,83.22,656.05
SOL,1h,ema20/100,2,L,1,8,58.11,-76.28,58.45,23.1,-65.38,-76.28,-26.92,10.22,-49.03,87.8,12.61,571.83
SOL,1h,ema5/20,3,L,1,8,53.23,-142.89,109.08,103.6,-49.8,-142.89,154.91,-3.75,-62.15,3.65,36.17,489.69
SOL,2h,c>ema50,2,L,1,8,50.35,-61.53,58.67,67.0,-48.57,-61.53,19.51,-14.63,-22.53,0.93,33.78,495.81
XRP,4h,st4.0,2,L,1,8,49.3,-136.63,55.64,7.0,-87.18,-46.55,37.81,-3.08,-25.99,596.83,-136.63,59.18
SOL,1h,c>ema100,2,L,1,8,40.84,-68.31,62.69,94.5,-50.54,-62.52,25.99,-2.0,-68.31,-8.72,55.48,437.37
SOL,1h,c>ema50,3,L,1,8,40.26,-112.53,112.11,139.2,-112.53,-108.58,115.75,-21.9,-61.88,-19.35,-3.25,533.85
XRP,4h,ema20/100,1,L,1,8,33.9,-33.76,19.0,6.2,0.55,-33.76,22.78,-3.72,-24.87,288.66,-27.53,49.11
SOL,1h,ema20/100,3,L+S,1,8,31.51,-223.86,147.54,46.5,-77.34,-65.19,-223.86,-48.57,-45.99,142.33,-107.13,677.86
SOL,1h,c>ema50,2,L,1,8,26.84,-75.02,74.74,139.2,-75.02,-72.39,77.17,-14.6,-41.25,-12.9,-2.17,355.9
XRP,4h,ema20/100,1,L+S,1,8,24.73,-55.17,33.72,13.0,37.06,-34.11,4.4,-11.91,-55.17,267.43,-33.92,24.06
XRP,4h,st4.0,1,L,1,8,24.65,-68.32,27.82,7.0,-43.59,-23.28,18.91,-1.54,-13.0,298.41,-68.32,29.59
XRP,4h,c>ema100,1,L,1,8,24.61,-50.85,23.84,27.0,-3.65,-34.16,11.54,-4.61,-13.17,278.67,-50.85,13.09
XRP,2h,c>ema200,1,L,1,8,22.75,-44.06,25.07,36.9,-7.5,-31.7,11.22,-14.62,-2.66,270.49,-44.06,0.86
BTC,1h,ema10/30,3,L,1,8,14.97,-87.58,67.14,60.6,-87.58,-41.42,-6.94,-9.53,-48.78,151.31,33.49,129.21
XRP,1h,c>ema100,2,L,1,8,11.92,-100.73,70.23,110.5,-62.63,-34.36,96.85,-33.93,-9.24,326.19,-100.73,-86.78
BTC,1h,ema10/30,2,L,1,8,9.98,-58.39,44.76,60.6,-58.39,-27.61,-4.63,-6.36,-32.52,100.87,22.33,86.14
XRP,4h,st4.0,3,L+S,1,8,9.65,-352.87,146.79,14.2,-141.21,-39.09,-17.14,-21.1,-95.68,803.55,-352.87,-59.22
XRP,4h,c>ema100,1,L+S,1,8,7.78,-79.21,41.73,54.6,31.97,-35.15,-18.3,-13.73,-30.09,257.36,-79.21,-50.62
BTC,1h,c>ema200,1,L,1,8,7.5,-27.47,19.12,63.2,-27.47,-2.4,-12.99,7.14,-18.84,34.45,22.76,57.33
ETH,1d,macd12/26,1,L,1,8,7.36,-47.49,20.12,6.2,-13.11,-28.83,24.29,38.23,-47.49,-5.21,45.83,45.19
BTC,2h,ema5/20,3,L,1,8,7.15,-84.87,69.53,53.6,-75.92,-39.16,-26.86,14.16,-84.87,140.39,-17.08,146.51
BTC,2h,ema20/50,1,L+S,1,8,7.13,-43.86,23.62,33.5,-37.34,17.62,-15.03,10.62,-43.86,8.44,42.47,74.12
BTC,1h,macd26/52,1,L,1,8,6.61,-27.08,20.2,61.8,-10.26,-27.08,5.16,11.06,-12.89,15.43,31.05,40.44
BTC,4h,ema10/30,1,L+S,1,8,5.02,-31.98,23.03,31.4,-31.98,13.86,-12.97,11.77,-27.68,2.58,41.0,43.61
BTC,2h,ema5/20,2,L,1,8,4.76,-56.58,46.35,53.6,-50.62,-26.1,-17.9,9.44,-56.58,93.59,-11.39,97.67
XRP,2h,c>ema200,1,L+S,1,8,3.93,-74.95,45.09,74.5,25.45,-30.89,-18.48,-34.57,-10.64,239.8,-64.31,-74.95
BTC,2h,c>ema50,1,L,1,8,3.65,-29.11,22.25,65.2,-29.11,-7.79,-8.5,0.75,-22.33,37.43,19.78,38.96
XRP,4h,st4.0,1,L+S,1,8,3.22,-117.62,48.93,14.2,-47.07,-13.03,-5.71,-7.03,-31.89,267.85,-117.62,-19.74
BTC,1h,st4.0,2,L,1,8,3.06,-34.56,41.54,28.1,-34.56,-8.43,-14.32,3.11,-29.03,39.42,1.35,66.96
BTC,1h,c>ema100,1,L,1,8,3.02,-34.04,23.41,88.8,-33.7,-0.51,-16.08,-0.09,-34.04,30.58,35.29,42.73
BTC,1h,c>ema50,1,L,1,8,-6.23,-31.88,24.83,141.8,-29.24,-5.49,-11.21,-1.92,-31.88,24.11,-7.2,12.99
BTC,2h,c>ema100,2,L+S,1,8,-6.32,-58.32,61.39,91.0,-39.53,22.01,-58.32,-6.99,-52.66,22.93,-6.65,68.68
BTC,1h,ema5/20,3,L,1,8,-6.55,-73.54,66.25,109.1,-73.54,-41.92,-24.2,5.16,-49.39,57.78,-4.66,78.37
BTC,1h,macd26/52,1,L+S,1,8,-8.08,-31.93,32.6,123.0,8.29,-31.93,-0.76,-2.69,-14.66,-15.38,17.71,-25.25
BTC,2h,c>ema100,3,L+S,1,8,-9.47,-87.47,92.09,91.0,-59.29,33.01,-87.47,-10.49,-78.98,34.39,-9.98,103.02
BTC,2h,macd12/26,1,L+S,1,8,-9.89,-24.03,30.73,127.2,5.9,-24.03,-2.1,-12.93,-22.07,-23.36,6.57,-7.12
ETH,1h,macd12/26,2,L,1,8,-12.78,-77.05,63.44,133.0,-70.28,-77.05,15.03,103.26,-57.14,-67.16,20.24,30.89
BTC,1h,c>ema200,2,L+S,1,8,-14.13,-73.14,66.63,126.9,-53.57,35.22,-73.14,-21.22,-50.75,41.27,1.05,8.08
BTC,2h,c>ema50,1,L+S,1,8,-14.5,-34.23,38.21,130.6,-29.55,6.12,-28.0,-23.23,-34.23,28.14,-4.53,-30.71
BTC,1h,c>ema100,1,L+S,1,8,-16.08,-56.76,40.33,177.8,-38.99,20.54,-42.93,-25.06,-56.76,13.31,24.89,-23.64
BTC,1h,macd26/52,2,L+S,1,8,-16.17,-63.85,65.21,123.0,16.59,-63.85,-1.53,-5.39,-29.31,-30.76,35.42,-50.51
BTC,1h,st3.0,2,L+S,1,8,-16.86,-60.5,65.14,77.6,-42.07,1.52,-40.69,-24.06,-24.76,47.32,-60.5,8.38
ETH,1h,macd12/26,3,L,1,8,-19.16,-115.57,95.16,133.0,-105.42,-115.57,22.55,154.89,-85.71,-100.75,30.36,46.33
BTC,2h,macd12/26,2,L+S,1,8,-19.79,-48.07,61.46,127.2,11.8,-48.07,-4.2,-25.86,-44.15,-46.72,13.14,-14.23
ETH,1h,ema5/20,3,L,1,8,-23.22,-135.12,99.97,112.1,-49.24,-81.5,92.2,29.79,-135.12,-78.22,5.58,30.75
BTC,2h,macd12/26,3,L+S,1,8,-29.68,-72.1,92.19,127.2,17.71,-72.1,-6.3,-38.79,-66.22,-70.08,19.71,-21.35
BTC,2h,st2.0,2,L+S,1,8,-33.69,-104.25,73.47,72.4,-31.11,2.67,-6.42,-48.54,-43.7,-11.37,-104.25,-26.8
BTC,1h,c>ema50,1,L+S,1,8,-34.14,-79.94,48.06,283.8,-29.21,10.86,-33.47,-28.94,-53.21,0.09,-59.31,-79.94
ETH,1h,c>ema50,3,L,1,8,-38.79,-159.41,108.44,146.8,-45.9,-62.55,106.54,34.15,-159.41,-75.16,1.26,-109.23
BTC,1h,st2.0,2,L+S,1,8,-39.76,-58.17,71.97,133.8,-46.57,-3.61,-52.84,-46.42,-43.03,-58.17,-37.93,-29.5
ETH,1h,c>ema200,2,L+S,1,8,-40.68,-219.83,98.19,144.9,4.46,-40.54,19.93,-11.89,-66.31,-49.0,37.73,-219.83
ETH,1h,st2.0,2,L+S,1,8,-48.31,-210.19,111.19,137.4,-42.33,-25.66,42.54,-15.06,-66.92,-94.89,25.99,-210.19
BTC,2h,st2.0,3,L+S,1,8,-50.53,-156.38,110.21,72.4,-46.66,4.01,-9.63,-72.81,-65.55,-17.05,-156.38,-40.2
BTC,1h,ema5/20,2,L+S,1,8,-51.57,-108.94,79.2,218.0,-41.36,-11.45,-54.05,-42.92,-42.63,-15.97,-95.27,-108.94
ETH,1h,ema5/20,2,L+S,1,8,-59.62,-123.7,104.33,224.6,1.92,-31.08,-12.62,-40.47,-71.76,-123.7,-90.32,-108.91
BTC,1h,st2.0,3,L+S,1,8,-59.64,-87.26,107.95,133.8,-69.86,-5.42,-79.26,-69.62,-64.54,-87.26,-56.9,-44.25
BTC,1h,c>ema50,2,L+S,1,8,-68.28,-159.89,96.11,283.8,-58.41,21.72,-66.95,-57.89,-106.43,0.18,-118.61,-159.89
BTC,1h,ema5/20,3,L+S,1,8,-77.36,-163.4,118.81,218.0,-62.04,-17.17,-81.07,-64.38,-63.95,-23.96,-142.91,-163.4
ETH,1h,ema5/20,3,L+S,1,8,-89.43,-185.55,156.49,224.6,2.88,-46.62,-18.94,-60.7,-107.64,-185.55,-135.47,-163.37
BTC,1h,c>ema50,3,L+S,1,8,-102.42,-239.83,144.17,283.8,-87.62,32.59,-100.42,-86.83,-159.64,0.28,-177.92,-239.83
BTC,1h,st2.0,3,L,0,8,2.21,-77.6,58.54,67.0,-77.6,-36.34,-23.2,2.24,-47.59,26.33,39.0,134.86
BTC,1h,st2.0,2,L,0,8,1.48,-51.73,39.03,67.0,-51.73,-24.22,-15.46,1.49,-31.73,17.55,26.0,89.91
BTC,1h,ema5/20,2,L,0,8,-4.37,-49.03,44.16,109.1,-49.03,-27.95,-16.13,3.44,-32.93,38.52,-3.1,52.25
ETH,1h,ema5/20,2,L,0,8,-15.48,-90.08,66.64,112.1,-32.82,-54.33,61.47,19.86,-90.08,-52.15,3.72,20.5
BTC,1h,macd12/26,2,L,0,8,-17.63,-45.61,53.62,132.9,-44.19,-45.61,-31.31,12.25,-20.32,-33.5,-0.78,22.39
BTC,1h,macd12/26,3,L,0,8,-26.45,-68.42,80.43,132.9,-66.29,-68.42,-46.96,18.37,-30.49,-50.25,-1.18,33.59
ETH,1h,st2.0,3,L+S,0,8,-72.47,-315.28,166.78,137.4,-63.5,-38.49,63.81,-22.59,-100.38,-142.34,38.98,-315.28
BTC,1h,macd12/26,2,L+S,0,8,-77.76,-162.92,110.88,265.9,-31.64,-46.75,-84.51,-25.53,-21.13,-158.03,-91.54,-162.92
BTC,1h,macd12/26,3,L+S,0,8,-116.64,-244.38,166.31,265.9,-47.46,-70.13,-126.77,-38.29,-31.69,-237.05,-137.31,-244.38
